"";"GENOTYPE";"REPLICATE";"BLOCK";"SENESCENCE";"DATE";"ID"
"1";"APACHE";1;1;0;0;24
"2";"ALTIGO";1;1;0;0;16
"3";"BERMUDE";1;1;0;0;46
"4";"PREMIO";1;1;0;0;168
"5";"EINSTEIN";1;2;0;0;75
"6";"CENTENAIRE";1;1;0;0;61
"7";"KWS_PODIUM";1;2;0;0;131
"8";"AMBITION";1;1;0;0;20
"9";"CORVUS";1;1;0;0;69
"10";"HEREWARD";1;1;0;0;108
"11";"LEAR";1;1;0;0;134
"12";"OAKLEY";1;1;0;0;148
"13";"ALCHEMY";1;1;0;0;9
"14";"AMUNDSEN";1;1;0;0;21
"15";"CLAIRE";1;1;0;0;66
"16";"ESKET";1;1;0;0;78
"17";"GALVANO";1;2;0;0;99
"18";"GARANTUS";1;1;0;0;100
"19";"HAUSSMANN";1;1;0;0;106
"20";"ISTABRAQ";1;1;0;0;122
"21";"JB_DIEGO";1;1;0;0;124
"22";"LIMES";1;1;0;0;135
"23";"MANAGER";1;1;0;0;137
"24";"OXEBO";1;1;0;0;154
"25";"PAJERO";1;2;0;0;155
"26";"SY_TOLBIAC";1;2;0;0;209
"27";"PIERROT";1;1;0;0;163
"28";"PR22R20";1;1;0;0;166
"29";"RAZZANO";1;1;0;0;173
"30";"ROBIGUS";1;1;0;0;177
"31";"ROSARIO";1;1;0;0;179
"32";"SAMURAI";1;1;0;0;184
"33";"FAIRPLAY";1;1;0;0;86
"34";"SELEKT";1;1;0;0;189
"35";"SEYRAC";1;1;0;0;190
"36";"SOPHYTRA";1;1;0;0;200
"37";"TIMING";1;1;0;0;211
"38";"VISCOUNT";1;1;0;0;218
"39";"WARRIOR";1;1;0;0;219
"40";"XI19";1;1;0;0;220
"41";"ALCAZAR";1;2;0;0;8
"42";"ANTONIUS";1;2;0;0;23
"43";"RONSARD";1;3;0;0;178
"44";"EPHOROS";1;1;0;0;76
"45";"EXPERT";1;2;0;0;84
"46";"FLAUBERT";1;2;0;0;90
"47";"GALLANT";1;3;0;0;96
"48";"GLADIATOR";1;2;0;0;102
"49";"GLASGOW";1;2;0;0;103
"50";"IRIDIUM";1;3;0;0;120
"51";"KALAHARI";1;2;0;0;125
"52";"KALYSTAR";1;2;0;0;127
"53";"KOMETUS";1;1;0;0;129
"54";"KORELI";1;2;0;0;130
"55";"MARKSMAN";1;2;0;0;139
"56";"PARADOR";1;1;0;0;159
"57";"PEPIDOR";1;2;0;0;160
"58";"PERFECTOR";1;2;0;0;161
"59";"PIRENEO";1;2;0;0;164
"60";"BERGAMO";1;2;0;0;45
"61";"RACINE";1;1;0;0;172
"62";"SANKARA";1;3;0;0;185
"63";"SCOR";1;2;0;0;187
"64";"SOGOOD";1;2;0;0;193
"65";"SPONSOR";1;2;0;0;202
"66";"SY_EPSON";1;1;0;0;206
"67";"TRAPEZ";1;2;0;0;213
"68";"ALIZEO";1;2;0;0;13
"69";"ALLEZ_Y";1;3;0;0;14
"70";"ARISTOTE";1;3;0;0;28
"71";"ATTITUDE";1;2;0;0;34
"72";"ATTLASS";1;3;0;0;35
"73";"AZZERTI";1;2;0;0;40
"74";"BAROK";1;4;0;0;42
"75";"BOISSEAU";1;3;0;0;49
"76";"BOREGAR";1;3;0;0;52
"77";"CAMP_REMY";1;2;0;0;54
"78";"CH_NARA";1;3;0;0;63
"79";"CHARGER";1;2;0;0;64
"80";"CHEVALIER";1;2;0;0;65
"81";"CORDIALE";1;3;0;0;68
"82";"CROUSTY";1;3;0;0;72
"83";"DIALOG";1;3;0;0;73
"84";"DINOSOR";1;3;0;0;74
"85";"FOLKLOR";1;3;0;0;92
"86";"INSTINCT";1;4;0;0;118
"87";"INTERET";1;2;0;0;119
"88";"MARCELIN";1;3;0;0;138
"89";"NIRVANA";1;3;0;0;145
"90";"ORCAS";1;2;0;0;151
"91";"PAPAGENO";1;2;0;0;158
"92";"PHARE";1;2;0;0;162
"93";"PLAYER";1;3;0;0;165
"94";"RENAN";1;3;0;0;175
"95";"SEBASTO";1;3;0;0;188
"96";"SOLUTION";1;2;0;0;199
"97";"TAPIDOR";1;3;0;0;210
"98";"TOISONDOR";1;2;0;0;212
"99";"ODYSSEE";1;3;0;0;149
"100";"ALDRIC";1;4;0;0;10
"101";"ALIXAN";1;5;0;0;12
"102";"AMBELLO";1;4;0;0;19
"103";"BAGOU";1;4;0;0;41
"104";"BIANCOR";1;4;0;0;47
"105";"CAMPERO";1;3;0;0;55
"106";"CAPHORN";1;3;0;0;56
"107";"CATALAN";1;5;0;0;57
"108";"COMPIL";1;4;0;0;67
"109";"FLUOR";1;3;0;0;91
"110";"FORBLANC";1;4;0;0;93
"111";"FRELON";1;3;0;0;94
"112";"GALACTIC";1;4;0;0;95
"113";"HEKTO";1;4;0;0;107
"114";"KARILLON";1;2;0;0;128
"115";"LORD";1;3;0;0;136
"116";"LAURIER";1;3;0;0;133
"117";"MERCATO";1;4;0;0;140
"118";"NUCLEO";1;4;0;0;147
"119";"ORATORIO";1;4;0;0;150
"120";"ORVANTIS";1;3;0;0;153
"121";"PAKITO";1;3;0;0;156
"122";"PREVERT";1;3;0;0;169
"123";"BLINI";1;4;0;0;48
"124";"RUSTIC";1;4;0;0;182
"125";"MOSKITO";1;4;0;0;143
"126";"SOKAL";1;3;0;0;195
"127";"SORRIAL";1;3;0;0;201
"128";"SWEET";1;3;0;0;203
"129";"SWINGGY";1;4;0;0;204
"130";"SY_MATTIS";1;4;0;0;207
"131";"FIGARO";1;3;0;0;88
"132";"ACOUSTIC";1;5;0;0;4
"133";"ADAGIO";1;5;0;0;5
"134";"AEROBIC";1;5;0;0;7
"135";"ALIGATOR";1;4;0;0;11
"136";"ALTAMIRA";1;6;0;0;15
"137";"AMADOR";1;4;0;0;18
"138";"APRILIO";1;5;0;0;25
"139";"ARAMIS";1;5;0;0;26
"140";"AREZZO";1;5;0;0;27
"141";"ARKEOS";1;4;0;0;29
"142";"ARLEQUIN";1;4;0;0;30
"143";"ATHLON";1;5;0;0;33
"144";"AUBUSSON";1;5;0;0;36
"145";"BASTIDE";1;4;0;0;44
"146";"BUENNO";1;5;0;0;53
"147";"SY_MOISSON";1;4;0;0;208
"148";"CELESTIN";1;5;0;0;59
"149";"CROISADE";1;5;0;0;71
"150";"EPIDOC";1;5;0;0;77
"151";"EUCLIDE";1;4;0;0;80
"152";"EXELCIOR";1;5;0;0;82
"153";"FARINELLI";1;5;0;0;87
"154";"OREGRAIN";1;5;0;0;152
"155";"CELLULE";1;4;0;0;60
"156";"FLAMENKO";1;4;0;0;89
"157";"GALPINO";1;4;0;0;98
"158";"GONCOURT";1;5;0;0;104
"159";"GRAINDOR";1;5;0;0;105
"160";"HISSEO";1;5;0;0;109
"161";"ILLICO";1;4;0;0;116
"162";"INNOV";1;5;0;0;117
"163";"ISENGRAIN";1;4;0;0;121
"164";"KALANGO";1;6;0;0;126
"165";"LASER";1;4;0;0;132
"166";"MH_09.17";1;3;0;0;141
"167";"MUSIK";1;4;0;0;144
"168";"ASCOTT";1;4;0;0;32
"169";"PALEDOR";1;4;0;0;157
"170";"RUBISKO";1;4;0;0;181
"171";"SAINT_EX";1;5;0;0;183
"172";"SCENARIO";1;5;0;0;186
"173";"SOISSONS";1;5;0;0;194
"174";"SOLEHIO";1;6;0;0;197
"175";"SY_ALTEO";1;5;0;0;205
"176";"TREMIE";1;5;0;0;214
"177";"TULIP";1;5;0;0;215
"178";"USKI";1;5;0;0;216
"179";"VALODOR";1;5;0;0;217
"180";"ACCOR";1;6;0;0;1
"181";"ACCROC";1;6;0;0;2
"182";"ACIENDA";1;5;0;0;3
"183";"ADHOC";1;6;0;0;6
"184";"ALTRIA";1;6;0;0;17
"185";"ANDALOU";1;6;0;0;22
"186";"AUTAN";1;5;0;0;37
"187";"AZIMUT";1;6;0;0;39
"188";"BOLOGNA";1;6;0;0;51
"189";"CCB_INGENIO";1;6;0;0;58
"190";"CEZANNE";1;5;0;0;62
"191";"COURTOT";1;5;0;0;70
"192";"EUREKA";1;6;10;0;81
"193";"EXOTIC";1;6;0;0;83
"194";"GALOPAIN";1;6;0;0;97
"195";"GARCIA";1;6;0;0;101
"196";"JAGUAR";1;6;0;0;123
"197";"MIROIR";1;6;0;0;142
"198";"ARTDECO";1;6;0;0;31
"199";"PR22R58";1;6;0;0;167
"200";"PRIMO";1;6;0;0;170
"201";"QUALITY";1;6;0;0;171
"202";"RIMBAUD";1;6;0;0;176
"203";"ROYSSAC";1;5;0;0;180
"204";"SIRTAKI";1;5;0;0;191
"205";"SOBBEL";1;6;0;0;192
"206";"SOLEDAD";1;6;0;0;196
"207";"SOLLARIO";1;5;0;0;198
"208";"BOKARO";1;6;0;0;50
"209";"ESPERIA";1;6;0;0;79
"210";"BASMATI";1;4;0;0;43
"211";"NOGAL";1;6;0;0;146
"212";"RECITAL";1;6;0;0;174
"213";"FADELA";1;6;10;0;85
"214";"ICARDA_1";1;6;40;0;110
"215";"ICARDA_2";1;6;0;0;111
"216";"ICARDA_3";1;6;0;0;112
"217";"ICARDA_4";1;6;0;0;113
"218";"ICARDA_5";1;6;20;0;114
"219";"ICARDA_6";1;6;0;0;115
"220";"AVENUE";1;6;0;0;38
"221";"APACHE";1;1;0;2;24
"222";"ALTIGO";1;1;0;2;16
"223";"BERMUDE";1;1;0;2;46
"224";"PREMIO";1;1;0;2;168
"225";"EINSTEIN";1;2;0;2;75
"226";"CENTENAIRE";1;1;0;2;61
"227";"KWS_PODIUM";1;2;0;2;131
"228";"AMBITION";1;1;0;2;20
"229";"CORVUS";1;1;0;2;69
"230";"HEREWARD";1;1;0;2;108
"231";"LEAR";1;1;0;2;134
"232";"OAKLEY";1;1;0;2;148
"233";"ALCHEMY";1;1;0;2;9
"234";"AMUNDSEN";1;1;0;2;21
"235";"CLAIRE";1;1;0;2;66
"236";"ESKET";1;1;0;2;78
"237";"GALVANO";1;2;0;2;99
"238";"GARANTUS";1;1;0;2;100
"239";"HAUSSMANN";1;1;0;2;106
"240";"ISTABRAQ";1;1;0;2;122
"241";"JB_DIEGO";1;1;0;2;124
"242";"LIMES";1;1;0;2;135
"243";"MANAGER";1;1;0;2;137
"244";"OXEBO";1;1;0;2;154
"245";"PAJERO";1;2;0;2;155
"246";"SY_TOLBIAC";1;2;0;2;209
"247";"PIERROT";1;1;0;2;163
"248";"PR22R20";1;1;0;2;166
"249";"RAZZANO";1;1;0;2;173
"250";"ROBIGUS";1;1;0;2;177
"251";"ROSARIO";1;1;0;2;179
"252";"SAMURAI";1;1;0;2;184
"253";"FAIRPLAY";1;1;0;2;86
"254";"SELEKT";1;1;0;2;189
"255";"SEYRAC";1;1;0;2;190
"256";"SOPHYTRA";1;1;0;2;200
"257";"TIMING";1;1;0;2;211
"258";"VISCOUNT";1;1;0;2;218
"259";"WARRIOR";1;1;0;2;219
"260";"XI19";1;1;0;2;220
"261";"ALCAZAR";1;2;0;2;8
"262";"ANTONIUS";1;2;0;2;23
"263";"RONSARD";1;3;0;2;178
"264";"EPHOROS";1;1;0;2;76
"265";"EXPERT";1;2;0;2;84
"266";"FLAUBERT";1;2;0;2;90
"267";"GALLANT";1;3;0;2;96
"268";"GLADIATOR";1;2;0;2;102
"269";"GLASGOW";1;2;0;2;103
"270";"IRIDIUM";1;3;0;2;120
"271";"KALAHARI";1;2;0;2;125
"272";"KALYSTAR";1;2;0;2;127
"273";"KOMETUS";1;1;0;2;129
"274";"KORELI";1;2;0;2;130
"275";"MARKSMAN";1;2;0;2;139
"276";"PARADOR";1;1;0;2;159
"277";"PEPIDOR";1;2;0;2;160
"278";"PERFECTOR";1;2;0;2;161
"279";"PIRENEO";1;2;0;2;164
"280";"BERGAMO";1;2;0;2;45
"281";"RACINE";1;1;0;2;172
"282";"SANKARA";1;3;0;2;185
"283";"SCOR";1;2;0;2;187
"284";"SOGOOD";1;2;0;2;193
"285";"SPONSOR";1;2;0;2;202
"286";"SY_EPSON";1;1;0;2;206
"287";"TRAPEZ";1;2;0;2;213
"288";"ALIZEO";1;2;0;2;13
"289";"ALLEZ_Y";1;3;0;2;14
"290";"ARISTOTE";1;3;0;2;28
"291";"ATTITUDE";1;2;0;2;34
"292";"ATTLASS";1;3;0;2;35
"293";"AZZERTI";1;2;0;2;40
"294";"BAROK";1;4;0;2;42
"295";"BOISSEAU";1;3;0;2;49
"296";"BOREGAR";1;3;0;2;52
"297";"CAMP_REMY";1;2;0;2;54
"298";"CH_NARA";1;3;0;2;63
"299";"CHARGER";1;2;0;2;64
"300";"CHEVALIER";1;2;0;2;65
"301";"CORDIALE";1;3;0;2;68
"302";"CROUSTY";1;3;0;2;72
"303";"DIALOG";1;3;0;2;73
"304";"DINOSOR";1;3;0;2;74
"305";"FOLKLOR";1;3;0;2;92
"306";"INSTINCT";1;4;0;2;118
"307";"INTERET";1;2;0;2;119
"308";"MARCELIN";1;3;0;2;138
"309";"NIRVANA";1;3;0;2;145
"310";"ORCAS";1;2;0;2;151
"311";"PAPAGENO";1;2;0;2;158
"312";"PHARE";1;2;0;2;162
"313";"PLAYER";1;3;0;2;165
"314";"RENAN";1;3;0;2;175
"315";"SEBASTO";1;3;0;2;188
"316";"SOLUTION";1;2;0;2;199
"317";"TAPIDOR";1;3;0;2;210
"318";"TOISONDOR";1;2;0;2;212
"319";"ODYSSEE";1;3;0;2;149
"320";"ALDRIC";1;4;0;2;10
"321";"ALIXAN";1;5;0;2;12
"322";"AMBELLO";1;4;0;2;19
"323";"BAGOU";1;4;0;2;41
"324";"BIANCOR";1;4;0;2;47
"325";"CAMPERO";1;3;0;2;55
"326";"CAPHORN";1;3;0;2;56
"327";"CATALAN";1;5;0;2;57
"328";"COMPIL";1;4;0;2;67
"329";"FLUOR";1;3;0;2;91
"330";"FORBLANC";1;4;0;2;93
"331";"FRELON";1;3;0;2;94
"332";"GALACTIC";1;4;0;2;95
"333";"HEKTO";1;4;0;2;107
"334";"KARILLON";1;2;0;2;128
"335";"LORD";1;3;0;2;136
"336";"LAURIER";1;3;0;2;133
"337";"MERCATO";1;4;0;2;140
"338";"NUCLEO";1;4;0;2;147
"339";"ORATORIO";1;4;0;2;150
"340";"ORVANTIS";1;3;0;2;153
"341";"PAKITO";1;3;0;2;156
"342";"PREVERT";1;3;0;2;169
"343";"BLINI";1;4;0;2;48
"344";"RUSTIC";1;4;0;2;182
"345";"MOSKITO";1;4;0;2;143
"346";"SOKAL";1;3;0;2;195
"347";"SORRIAL";1;3;0;2;201
"348";"SWEET";1;3;0;2;203
"349";"SWINGGY";1;4;0;2;204
"350";"SY_MATTIS";1;4;0;2;207
"351";"FIGARO";1;3;0;2;88
"352";"ACOUSTIC";1;5;0;2;4
"353";"ADAGIO";1;5;0;2;5
"354";"AEROBIC";1;5;0;2;7
"355";"ALIGATOR";1;4;0;2;11
"356";"ALTAMIRA";1;6;0;2;15
"357";"AMADOR";1;4;0;2;18
"358";"APRILIO";1;5;0;2;25
"359";"ARAMIS";1;5;0;2;26
"360";"AREZZO";1;5;0;2;27
"361";"ARKEOS";1;4;0;2;29
"362";"ARLEQUIN";1;4;0;2;30
"363";"ATHLON";1;5;0;2;33
"364";"AUBUSSON";1;5;0;2;36
"365";"BASTIDE";1;4;0;2;44
"366";"BUENNO";1;5;0;2;53
"367";"SY_MOISSON";1;4;0;2;208
"368";"CELESTIN";1;5;0;2;59
"369";"CROISADE";1;5;0;2;71
"370";"EPIDOC";1;5;0;2;77
"371";"EUCLIDE";1;4;0;2;80
"372";"EXELCIOR";1;5;0;2;82
"373";"FARINELLI";1;5;0;2;87
"374";"OREGRAIN";1;5;0;2;152
"375";"CELLULE";1;4;10;2;60
"376";"FLAMENKO";1;4;0;2;89
"377";"GALPINO";1;4;0;2;98
"378";"GONCOURT";1;5;0;2;104
"379";"GRAINDOR";1;5;0;2;105
"380";"HISSEO";1;5;0;2;109
"381";"ILLICO";1;4;0;2;116
"382";"INNOV";1;5;0;2;117
"383";"ISENGRAIN";1;4;0;2;121
"384";"KALANGO";1;6;0;2;126
"385";"LASER";1;4;10;2;132
"386";"MH_09.17";1;3;0;2;141
"387";"MUSIK";1;4;0;2;144
"388";"ASCOTT";1;4;0;2;32
"389";"PALEDOR";1;4;0;2;157
"390";"RUBISKO";1;4;0;2;181
"391";"SAINT_EX";1;5;0;2;183
"392";"SCENARIO";1;5;0;2;186
"393";"SOISSONS";1;5;0;2;194
"394";"SOLEHIO";1;6;0;2;197
"395";"SY_ALTEO";1;5;0;2;205
"396";"TREMIE";1;5;0;2;214
"397";"TULIP";1;5;0;2;215
"398";"USKI";1;5;0;2;216
"399";"VALODOR";1;5;0;2;217
"400";"ACCOR";1;6;0;2;1
"401";"ACCROC";1;6;0;2;2
"402";"ACIENDA";1;5;0;2;3
"403";"ADHOC";1;6;0;2;6
"404";"ALTRIA";1;6;0;2;17
"405";"ANDALOU";1;6;0;2;22
"406";"AUTAN";1;5;0;2;37
"407";"AZIMUT";1;6;0;2;39
"408";"BOLOGNA";1;6;0;2;51
"409";"CCB_INGENIO";1;6;0;2;58
"410";"CEZANNE";1;5;0;2;62
"411";"COURTOT";1;5;0;2;70
"412";"EUREKA";1;6;10;2;81
"413";"EXOTIC";1;6;0;2;83
"414";"GALOPAIN";1;6;0;2;97
"415";"GARCIA";1;6;0;2;101
"416";"JAGUAR";1;6;0;2;123
"417";"MIROIR";1;6;0;2;142
"418";"ARTDECO";1;6;0;2;31
"419";"PR22R58";1;6;0;2;167
"420";"PRIMO";1;6;0;2;170
"421";"QUALITY";1;6;0;2;171
"422";"RIMBAUD";1;6;0;2;176
"423";"ROYSSAC";1;5;0;2;180
"424";"SIRTAKI";1;5;0;2;191
"425";"SOBBEL";1;6;0;2;192
"426";"SOLEDAD";1;6;0;2;196
"427";"SOLLARIO";1;5;0;2;198
"428";"BOKARO";1;6;0;2;50
"429";"ESPERIA";1;6;10;2;79
"430";"BASMATI";1;4;0;2;43
"431";"NOGAL";1;6;0;2;146
"432";"RECITAL";1;6;0;2;174
"433";"FADELA";1;6;10;2;85
"434";"ICARDA_1";1;6;60;2;110
"435";"ICARDA_2";1;6;0;2;111
"436";"ICARDA_3";1;6;0;2;112
"437";"ICARDA_4";1;6;0;2;113
"438";"ICARDA_5";1;6;20;2;114
"439";"ICARDA_6";1;6;10;2;115
"440";"AVENUE";1;6;0;2;38
"441";"APACHE";1;1;0;4;24
"442";"ALTIGO";1;1;0;4;16
"443";"BERMUDE";1;1;0;4;46
"444";"PREMIO";1;1;0;4;168
"445";"EINSTEIN";1;2;0;4;75
"446";"CENTENAIRE";1;1;0;4;61
"447";"KWS_PODIUM";1;2;0;4;131
"448";"AMBITION";1;1;0;4;20
"449";"CORVUS";1;1;0;4;69
"450";"HEREWARD";1;1;0;4;108
"451";"LEAR";1;1;0;4;134
"452";"OAKLEY";1;1;0;4;148
"453";"ALCHEMY";1;1;0;4;9
"454";"AMUNDSEN";1;1;0;4;21
"455";"CLAIRE";1;1;0;4;66
"456";"ESKET";1;1;0;4;78
"457";"GALVANO";1;2;0;4;99
"458";"GARANTUS";1;1;0;4;100
"459";"HAUSSMANN";1;1;0;4;106
"460";"ISTABRAQ";1;1;0;4;122
"461";"JB_DIEGO";1;1;0;4;124
"462";"LIMES";1;1;0;4;135
"463";"MANAGER";1;1;0;4;137
"464";"OXEBO";1;1;0;4;154
"465";"PAJERO";1;2;0;4;155
"466";"SY_TOLBIAC";1;2;0;4;209
"467";"PIERROT";1;1;0;4;163
"468";"PR22R20";1;1;0;4;166
"469";"RAZZANO";1;1;0;4;173
"470";"ROBIGUS";1;1;0;4;177
"471";"ROSARIO";1;1;0;4;179
"472";"SAMURAI";1;1;0;4;184
"473";"FAIRPLAY";1;1;0;4;86
"474";"SELEKT";1;1;0;4;189
"475";"SEYRAC";1;1;0;4;190
"476";"SOPHYTRA";1;1;0;4;200
"477";"TIMING";1;1;0;4;211
"478";"VISCOUNT";1;1;0;4;218
"479";"WARRIOR";1;1;0;4;219
"480";"XI19";1;1;0;4;220
"481";"ALCAZAR";1;2;0;4;8
"482";"ANTONIUS";1;2;0;4;23
"483";"RONSARD";1;3;0;4;178
"484";"EPHOROS";1;1;0;4;76
"485";"EXPERT";1;2;0;4;84
"486";"FLAUBERT";1;2;0;4;90
"487";"GALLANT";1;3;0;4;96
"488";"GLADIATOR";1;2;0;4;102
"489";"GLASGOW";1;2;0;4;103
"490";"IRIDIUM";1;3;0;4;120
"491";"KALAHARI";1;2;0;4;125
"492";"KALYSTAR";1;2;0;4;127
"493";"KOMETUS";1;1;0;4;129
"494";"KORELI";1;2;0;4;130
"495";"MARKSMAN";1;2;0;4;139
"496";"PARADOR";1;1;0;4;159
"497";"PEPIDOR";1;2;0;4;160
"498";"PERFECTOR";1;2;0;4;161
"499";"PIRENEO";1;2;0;4;164
"500";"BERGAMO";1;2;0;4;45
"501";"RACINE";1;1;0;4;172
"502";"SANKARA";1;3;0;4;185
"503";"SCOR";1;2;0;4;187
"504";"SOGOOD";1;2;0;4;193
"505";"SPONSOR";1;2;0;4;202
"506";"SY_EPSON";1;1;0;4;206
"507";"TRAPEZ";1;2;0;4;213
"508";"ALIZEO";1;2;0;4;13
"509";"ALLEZ_Y";1;3;0;4;14
"510";"ARISTOTE";1;3;0;4;28
"511";"ATTITUDE";1;2;0;4;34
"512";"ATTLASS";1;3;0;4;35
"513";"AZZERTI";1;2;0;4;40
"514";"BAROK";1;4;0;4;42
"515";"BOISSEAU";1;3;0;4;49
"516";"BOREGAR";1;3;0;4;52
"517";"CAMP_REMY";1;2;0;4;54
"518";"CH_NARA";1;3;0;4;63
"519";"CHARGER";1;2;0;4;64
"520";"CHEVALIER";1;2;0;4;65
"521";"CORDIALE";1;3;0;4;68
"522";"CROUSTY";1;3;0;4;72
"523";"DIALOG";1;3;0;4;73
"524";"DINOSOR";1;3;0;4;74
"525";"FOLKLOR";1;3;0;4;92
"526";"INSTINCT";1;4;0;4;118
"527";"INTERET";1;2;0;4;119
"528";"MARCELIN";1;3;0;4;138
"529";"NIRVANA";1;3;0;4;145
"530";"ORCAS";1;2;0;4;151
"531";"PAPAGENO";1;2;0;4;158
"532";"PHARE";1;2;0;4;162
"533";"PLAYER";1;3;0;4;165
"534";"RENAN";1;3;0;4;175
"535";"SEBASTO";1;3;0;4;188
"536";"SOLUTION";1;2;0;4;199
"537";"TAPIDOR";1;3;0;4;210
"538";"TOISONDOR";1;2;0;4;212
"539";"ODYSSEE";1;3;0;4;149
"540";"ALDRIC";1;4;0;4;10
"541";"ALIXAN";1;5;0;4;12
"542";"AMBELLO";1;4;0;4;19
"543";"BAGOU";1;4;0;4;41
"544";"BIANCOR";1;4;0;4;47
"545";"CAMPERO";1;3;0;4;55
"546";"CAPHORN";1;3;0;4;56
"547";"CATALAN";1;5;0;4;57
"548";"COMPIL";1;4;0;4;67
"549";"FLUOR";1;3;0;4;91
"550";"FORBLANC";1;4;0;4;93
"551";"FRELON";1;3;0;4;94
"552";"GALACTIC";1;4;0;4;95
"553";"HEKTO";1;4;0;4;107
"554";"KARILLON";1;2;0;4;128
"555";"LORD";1;3;0;4;136
"556";"LAURIER";1;3;0;4;133
"557";"MERCATO";1;4;0;4;140
"558";"NUCLEO";1;4;0;4;147
"559";"ORATORIO";1;4;0;4;150
"560";"ORVANTIS";1;3;0;4;153
"561";"PAKITO";1;3;0;4;156
"562";"PREVERT";1;3;0;4;169
"563";"BLINI";1;4;10;4;48
"564";"RUSTIC";1;4;0;4;182
"565";"MOSKITO";1;4;0;4;143
"566";"SOKAL";1;3;0;4;195
"567";"SORRIAL";1;3;0;4;201
"568";"SWEET";1;3;0;4;203
"569";"SWINGGY";1;4;0;4;204
"570";"SY_MATTIS";1;4;0;4;207
"571";"FIGARO";1;3;0;4;88
"572";"ACOUSTIC";1;5;0;4;4
"573";"ADAGIO";1;5;0;4;5
"574";"AEROBIC";1;5;0;4;7
"575";"ALIGATOR";1;4;0;4;11
"576";"ALTAMIRA";1;6;0;4;15
"577";"AMADOR";1;4;0;4;18
"578";"APRILIO";1;5;0;4;25
"579";"ARAMIS";1;5;0;4;26
"580";"AREZZO";1;5;0;4;27
"581";"ARKEOS";1;4;0;4;29
"582";"ARLEQUIN";1;4;0;4;30
"583";"ATHLON";1;5;0;4;33
"584";"AUBUSSON";1;5;0;4;36
"585";"BASTIDE";1;4;0;4;44
"586";"BUENNO";1;5;0;4;53
"587";"SY_MOISSON";1;4;0;4;208
"588";"CELESTIN";1;5;0;4;59
"589";"CROISADE";1;5;0;4;71
"590";"EPIDOC";1;5;0;4;77
"591";"EUCLIDE";1;4;0;4;80
"592";"EXELCIOR";1;5;0;4;82
"593";"FARINELLI";1;5;0;4;87
"594";"OREGRAIN";1;5;0;4;152
"595";"CELLULE";1;4;10;4;60
"596";"FLAMENKO";1;4;0;4;89
"597";"GALPINO";1;4;0;4;98
"598";"GONCOURT";1;5;0;4;104
"599";"GRAINDOR";1;5;0;4;105
"600";"HISSEO";1;5;0;4;109
"601";"ILLICO";1;4;0;4;116
"602";"INNOV";1;5;0;4;117
"603";"ISENGRAIN";1;4;0;4;121
"604";"KALANGO";1;6;0;4;126
"605";"LASER";1;4;10;4;132
"606";"MH_09.17";1;3;0;4;141
"607";"MUSIK";1;4;0;4;144
"608";"ASCOTT";1;4;0;4;32
"609";"PALEDOR";1;4;0;4;157
"610";"RUBISKO";1;4;0;4;181
"611";"SAINT_EX";1;5;0;4;183
"612";"SCENARIO";1;5;0;4;186
"613";"SOISSONS";1;5;0;4;194
"614";"SOLEHIO";1;6;0;4;197
"615";"SY_ALTEO";1;5;0;4;205
"616";"TREMIE";1;5;0;4;214
"617";"TULIP";1;5;0;4;215
"618";"USKI";1;5;0;4;216
"619";"VALODOR";1;5;0;4;217
"620";"ACCOR";1;6;0;4;1
"621";"ACCROC";1;6;0;4;2
"622";"ACIENDA";1;5;0;4;3
"623";"ADHOC";1;6;0;4;6
"624";"ALTRIA";1;6;0;4;17
"625";"ANDALOU";1;6;0;4;22
"626";"AUTAN";1;5;10;4;37
"627";"AZIMUT";1;6;0;4;39
"628";"BOLOGNA";1;6;0;4;51
"629";"CCB_INGENIO";1;6;0;4;58
"630";"CEZANNE";1;5;0;4;62
"631";"COURTOT";1;5;0;4;70
"632";"EUREKA";1;6;20;4;81
"633";"EXOTIC";1;6;0;4;83
"634";"GALOPAIN";1;6;0;4;97
"635";"GARCIA";1;6;0;4;101
"636";"JAGUAR";1;6;0;4;123
"637";"MIROIR";1;6;0;4;142
"638";"ARTDECO";1;6;0;4;31
"639";"PR22R58";1;6;0;4;167
"640";"PRIMO";1;6;0;4;170
"641";"QUALITY";1;6;10;4;171
"642";"RIMBAUD";1;6;0;4;176
"643";"ROYSSAC";1;5;0;4;180
"644";"SIRTAKI";1;5;0;4;191
"645";"SOBBEL";1;6;0;4;192
"646";"SOLEDAD";1;6;0;4;196
"647";"SOLLARIO";1;5;0;4;198
"648";"BOKARO";1;6;0;4;50
"649";"ESPERIA";1;6;10;4;79
"650";"BASMATI";1;4;0;4;43
"651";"NOGAL";1;6;0;4;146
"652";"RECITAL";1;6;0;4;174
"653";"FADELA";1;6;20;4;85
"654";"ICARDA_1";1;6;60;4;110
"655";"ICARDA_2";1;6;0;4;111
"656";"ICARDA_3";1;6;0;4;112
"657";"ICARDA_4";1;6;0;4;113
"658";"ICARDA_5";1;6;30;4;114
"659";"ICARDA_6";1;6;10;4;115
"660";"AVENUE";1;6;0;4;38
"661";"APACHE";1;1;0;6;24
"662";"ALTIGO";1;1;0;6;16
"663";"BERMUDE";1;1;0;6;46
"664";"PREMIO";1;1;0;6;168
"665";"EINSTEIN";1;2;0;6;75
"666";"CENTENAIRE";1;1;0;6;61
"667";"KWS_PODIUM";1;2;0;6;131
