"";"GENOTYPE";"REPLICATE";"BLOCK";"SENESCENCE";"DATE";"ID"
"2592";"SCENARIO";1;5;90;23;186
"2593";"SOISSONS";1;5;100;23;194
"2594";"SOLEHIO";1;6;90;23;197
"2595";"SY_ALTEO";1;5;100;23;205
"2596";"TREMIE";1;5;90;23;214
"2597";"TULIP";1;5;90;23;215
"2598";"USKI";1;5;90;23;216
"2599";"VALODOR";1;5;90;23;217
"2600";"ACCOR";1;6;90;23;1
"2601";"ACCROC";1;6;90;23;2
"2602";"ACIENDA";1;5;90;23;3
"2603";"ADHOC";1;6;90;23;6
"2604";"ALTRIA";1;6;90;23;17
"2605";"ANDALOU";1;6;90;23;22
"2606";"AUTAN";1;5;90;23;37
"2607";"AZIMUT";1;6;90;23;39
"2608";"BOLOGNA";1;6;90;23;51
"2609";"CCB_INGENIO";1;6;100;23;58
"2610";"CEZANNE";1;5;90;23;62
"2611";"COURTOT";1;5;100;23;70
"2612";"EUREKA";1;6;90;23;81
"2613";"EXOTIC";1;6;90;23;83
"2614";"GALOPAIN";1;6;90;23;97
"2615";"GARCIA";1;6;90;23;101
"2616";"JAGUAR";1;6;100;23;123
"2617";"MIROIR";1;6;90;23;142
"2618";"ARTDECO";1;6;90;23;31
"2619";"PR22R58";1;6;90;23;167
"2620";"PRIMO";1;6;90;23;170
"2621";"QUALITY";1;6;100;23;171
"2622";"RIMBAUD";1;6;90;23;176
"2623";"ROYSSAC";1;5;100;23;180
"2624";"SIRTAKI";1;5;90;23;191
"2625";"SOBBEL";1;6;90;23;192
"2626";"SOLEDAD";1;6;80;23;196
"2627";"SOLLARIO";1;5;90;23;198
"2628";"BOKARO";1;6;100;23;50
"2629";"ESPERIA";1;6;90;23;79
"2630";"BASMATI";1;4;90;23;43
"2631";"NOGAL";1;6;100;23;146
"2632";"RECITAL";1;6;90;23;174
"2633";"FADELA";1;6;100;23;85
"2634";"ICARDA_1";1;6;90;23;110
"2635";"ICARDA_2";1;6;90;23;111
"2636";"ICARDA_3";1;6;90;23;112
"2637";"ICARDA_4";1;6;90;23;113
"2638";"ICARDA_5";1;6;90;23;114
"2639";"ICARDA_6";1;6;90;23;115
"2640";"AVENUE";1;6;90;23;38
"2641";"APACHE";1;1;100;25;24
"2642";"ALTIGO";1;1;90;25;16
"2643";"BERMUDE";1;1;90;25;46
"2644";"PREMIO";1;1;90;25;168
"2645";"EINSTEIN";1;2;90;25;75
"2646";"CENTENAIRE";1;1;90;25;61
"2647";"KWS_PODIUM";1;2;90;25;131
"2648";"AMBITION";1;1;90;25;20
"2649";"CORVUS";1;1;90;25;69
"2650";"HEREWARD";1;1;90;25;108
"2651";"LEAR";1;1;90;25;134
"2652";"OAKLEY";1;1;90;25;148
"2653";"ALCHEMY";1;1;80;25;9
"2654";"AMUNDSEN";1;1;90;25;21
"2655";"CLAIRE";1;1;90;25;66
"2656";"ESKET";1;1;90;25;78
"2657";"GALVANO";1;2;90;25;99
"2658";"GARANTUS";1;1;90;25;100
"2659";"HAUSSMANN";1;1;90;25;106
"2660";"ISTABRAQ";1;1;90;25;122
"2661";"JB_DIEGO";1;1;90;25;124
"2662";"LIMES";1;1;90;25;135
"2663";"MANAGER";1;1;90;25;137
"2664";"OXEBO";1;1;90;25;154
"2665";"PAJERO";1;2;100;25;155
"2666";"SY_TOLBIAC";1;2;90;25;209
"2667";"PIERROT";1;1;90;25;163
"2668";"PR22R20";1;1;90;25;166
"2669";"RAZZANO";1;1;90;25;173
"2670";"ROBIGUS";1;1;80;25;177
"2671";"ROSARIO";1;1;90;25;179
"2672";"SAMURAI";1;1;90;25;184
"2673";"FAIRPLAY";1;1;80;25;86
"2674";"SELEKT";1;1;90;25;189
"2675";"SEYRAC";1;1;90;25;190
"2676";"SOPHYTRA";1;1;90;25;200
"2677";"TIMING";1;1;90;25;211
"2678";"VISCOUNT";1;1;80;25;218
"2679";"WARRIOR";1;1;90;25;219
"2680";"XI19";1;1;90;25;220
"2681";"ALCAZAR";1;2;90;25;8
"2682";"ANTONIUS";1;2;100;25;23
"2683";"RONSARD";1;3;90;25;178
"2684";"EPHOROS";1;1;90;25;76
"2685";"EXPERT";1;2;90;25;84
"2686";"FLAUBERT";1;2;90;25;90
"2687";"GALLANT";1;3;90;25;96
"2688";"GLADIATOR";1;2;90;25;102
"2689";"GLASGOW";1;2;90;25;103
"2690";"IRIDIUM";1;3;90;25;120
"2691";"KALAHARI";1;2;90;25;125
"2692";"KALYSTAR";1;2;100;25;127
"2693";"KOMETUS";1;1;90;25;129
"2694";"KORELI";1;2;90;25;130
"2695";"MARKSMAN";1;2;90;25;139
"2696";"PARADOR";1;1;90;25;159
"2697";"PEPIDOR";1;2;90;25;160
"2698";"PERFECTOR";1;2;90;25;161
"2699";"PIRENEO";1;2;100;25;164
"2700";"BERGAMO";1;2;90;25;45
"2701";"RACINE";1;1;90;25;172
"2702";"SANKARA";1;3;90;25;185
"2703";"SCOR";1;2;90;25;187
"2704";"SOGOOD";1;2;90;25;193
"2705";"SPONSOR";1;2;90;25;202
"2706";"SY_EPSON";1;1;90;25;206
"2707";"TRAPEZ";1;2;90;25;213
"2708";"ALIZEO";1;2;90;25;13
"2709";"ALLEZ_Y";1;3;100;25;14
"2710";"ARISTOTE";1;3;90;25;28
"2711";"ATTITUDE";1;2;90;25;34
"2712";"ATTLASS";1;3;90;25;35
"2713";"AZZERTI";1;2;90;25;40
"2714";"BAROK";1;4;90;25;42
"2715";"BOISSEAU";1;3;90;25;49
"2716";"BOREGAR";1;3;90;25;52
"2717";"CAMP_REMY";1;2;90;25;54
"2718";"CH_NARA";1;3;100;25;63
"2719";"CHARGER";1;2;90;25;64
"2720";"CHEVALIER";1;2;90;25;65
"2721";"CORDIALE";1;3;90;25;68
"2722";"CROUSTY";1;3;90;25;72
"2723";"DIALOG";1;3;90;25;73
"2724";"DINOSOR";1;3;90;25;74
"2725";"FOLKLOR";1;3;90;25;92
"2726";"INSTINCT";1;4;100;25;118
"2727";"INTERET";1;2;90;25;119
"2728";"MARCELIN";1;3;90;25;138
"2729";"NIRVANA";1;3;100;25;145
"2730";"ORCAS";1;2;90;25;151
"2731";"PAPAGENO";1;2;100;25;158
"2732";"PHARE";1;2;90;25;162
"2733";"PLAYER";1;3;90;25;165
"2734";"RENAN";1;3;100;25;175
"2735";"SEBASTO";1;3;90;25;188
"2736";"SOLUTION";1;2;90;25;199
"2737";"TAPIDOR";1;3;90;25;210
"2738";"TOISONDOR";1;2;90;25;212
"2739";"ODYSSEE";1;3;90;25;149
"2740";"ALDRIC";1;4;90;25;10
"2741";"ALIXAN";1;5;90;25;12
"2742";"AMBELLO";1;4;90;25;19
"2743";"BAGOU";1;4;90;25;41
"2744";"BIANCOR";1;4;100;25;47
"2745";"CAMPERO";1;3;80;25;55
"2746";"CAPHORN";1;3;90;25;56
"2747";"CATALAN";1;5;100;25;57
"2748";"COMPIL";1;4;90;25;67
"2749";"FLUOR";1;3;90;25;91
"2750";"FORBLANC";1;4;90;25;93
"2751";"FRELON";1;3;90;25;94
"2752";"GALACTIC";1;4;90;25;95
"2753";"HEKTO";1;4;90;25;107
"2754";"KARILLON";1;2;80;25;128
"2755";"LORD";1;3;80;25;136
"2756";"LAURIER";1;3;90;25;133
"2757";"MERCATO";1;4;100;25;140
"2758";"NUCLEO";1;4;90;25;147
"2759";"ORATORIO";1;4;90;25;150
"2760";"ORVANTIS";1;3;90;25;153
"2761";"PAKITO";1;3;100;25;156
"2762";"PREVERT";1;3;90;25;169
"2763";"BLINI";1;4;100;25;48
"2764";"RUSTIC";1;4;90;25;182
"2765";"MOSKITO";1;4;100;25;143
"2766";"SOKAL";1;3;90;25;195
"2767";"SORRIAL";1;3;90;25;201
"2768";"SWEET";1;3;90;25;203
"2769";"SWINGGY";1;4;90;25;204
"2770";"SY_MATTIS";1;4;90;25;207
"2771";"FIGARO";1;3;90;25;88
"2772";"ACOUSTIC";1;5;90;25;4
"2773";"ADAGIO";1;5;90;25;5
"2774";"AEROBIC";1;5;90;25;7
"2775";"ALIGATOR";1;4;90;25;11
"2776";"ALTAMIRA";1;6;90;25;15
"2777";"AMADOR";1;4;90;25;18
"2778";"APRILIO";1;5;90;25;25
"2779";"ARAMIS";1;5;90;25;26
"2780";"AREZZO";1;5;90;25;27
"2781";"ARKEOS";1;4;100;25;29
"2782";"ARLEQUIN";1;4;100;25;30
"2783";"ATHLON";1;5;90;25;33
"2784";"AUBUSSON";1;5;90;25;36
"2785";"BASTIDE";1;4;90;25;44
"2786";"BUENNO";1;5;90;25;53
"2787";"SY_MOISSON";1;4;80;25;208
"2788";"CELESTIN";1;5;90;25;59
"2789";"CROISADE";1;5;90;25;71
"2790";"EPIDOC";1;5;90;25;77
"2791";"EUCLIDE";1;4;90;25;80
"2792";"EXELCIOR";1;5;90;25;82
"2793";"FARINELLI";1;5;100;25;87
"2794";"OREGRAIN";1;5;90;25;152
"2795";"CELLULE";1;4;90;25;60
"2796";"FLAMENKO";1;4;90;25;89
"2797";"GALPINO";1;4;90;25;98
"2798";"GONCOURT";1;5;90;25;104
"2799";"GRAINDOR";1;5;90;25;105
"2800";"HISSEO";1;5;90;25;109
"2801";"ILLICO";1;4;90;25;116
"2802";"INNOV";1;5;90;25;117
"2803";"ISENGRAIN";1;4;90;25;121
"2804";"KALANGO";1;6;100;25;126
"2805";"LASER";1;4;90;25;132
"2806";"MH_09.17";1;3;90;25;141
"2807";"MUSIK";1;4;100;25;144
"2808";"ASCOTT";1;4;90;25;32
"2809";"PALEDOR";1;4;90;25;157
"2810";"RUBISKO";1;4;90;25;181
"2811";"SAINT_EX";1;5;90;25;183
"2812";"SCENARIO";1;5;90;25;186
"2813";"SOISSONS";1;5;100;25;194
"2814";"SOLEHIO";1;6;90;25;197
"2815";"SY_ALTEO";1;5;100;25;205
"2816";"TREMIE";1;5;90;25;214
"2817";"TULIP";1;5;90;25;215
"2818";"USKI";1;5;90;25;216
"2819";"VALODOR";1;5;90;25;217
"2820";"ACCOR";1;6;90;25;1
"2821";"ACCROC";1;6;90;25;2
"2822";"ACIENDA";1;5;90;25;3
"2823";"ADHOC";1;6;90;25;6
"2824";"ALTRIA";1;6;90;25;17
"2825";"ANDALOU";1;6;90;25;22
"2826";"AUTAN";1;5;90;25;37
"2827";"AZIMUT";1;6;90;25;39
"2828";"BOLOGNA";1;6;90;25;51
"2829";"CCB_INGENIO";1;6;100;25;58
"2830";"CEZANNE";1;5;100;25;62
"2831";"COURTOT";1;5;100;25;70
"2832";"EUREKA";1;6;100;25;81
"2833";"EXOTIC";1;6;100;25;83
"2834";"GALOPAIN";1;6;90;25;97
"2835";"GARCIA";1;6;90;25;101
"2836";"JAGUAR";1;6;100;25;123
"2837";"MIROIR";1;6;90;25;142
"2838";"ARTDECO";1;6;90;25;31
"2839";"PR22R58";1;6;90;25;167
"2840";"PRIMO";1;6;90;25;170
"2841";"QUALITY";1;6;100;25;171
"2842";"RIMBAUD";1;6;90;25;176
"2843";"ROYSSAC";1;5;100;25;180
"2844";"SIRTAKI";1;5;90;25;191
"2845";"SOBBEL";1;6;90;25;192
"2846";"SOLEDAD";1;6;80;25;196
"2847";"SOLLARIO";1;5;90;25;198
"2848";"BOKARO";1;6;100;25;50
"2849";"ESPERIA";1;6;100;25;79
"2850";"BASMATI";1;4;90;25;43
"2851";"NOGAL";1;6;100;25;146
"2852";"RECITAL";1;6;90;25;174
"2853";"FADELA";1;6;100;25;85
"2854";"ICARDA_1";1;6;100;25;110
"2855";"ICARDA_2";1;6;100;25;111
"2856";"ICARDA_3";1;6;90;25;112
"2857";"ICARDA_4";1;6;90;25;113
"2858";"ICARDA_5";1;6;100;25;114
"2859";"ICARDA_6";1;6;90;25;115
"2860";"AVENUE";1;6;100;25;38
"2861";"APACHE";1;1;100;27;24
"2862";"ALTIGO";1;1;100;27;16
"2863";"BERMUDE";1;1;90;27;46
"2864";"PREMIO";1;1;100;27;168
"2865";"EINSTEIN";1;2;90;27;75
"2866";"CENTENAIRE";1;1;90;27;61
"2867";"KWS_PODIUM";1;2;100;27;131
"2868";"AMBITION";1;1;90;27;20
"2869";"CORVUS";1;1;90;27;69
"2870";"HEREWARD";1;1;90;27;108
"2871";"LEAR";1;1;90;27;134
"2872";"OAKLEY";1;1;90;27;148
"2873";"ALCHEMY";1;1;90;27;9
"2874";"AMUNDSEN";1;1;90;27;21
"2875";"CLAIRE";1;1;90;27;66
"2876";"ESKET";1;1;90;27;78
"2877";"GALVANO";1;2;90;27;99
"2878";"GARANTUS";1;1;90;27;100
"2879";"HAUSSMANN";1;1;90;27;106
"2880";"ISTABRAQ";1;1;90;27;122
"2881";"JB_DIEGO";1;1;100;27;124
"2882";"LIMES";1;1;100;27;135
"2883";"MANAGER";1;1;90;27;137
"2884";"OXEBO";1;1;90;27;154
"2885";"PAJERO";1;2;100;27;155
"2886";"SY_TOLBIAC";1;2;90;27;209
"2887";"PIERROT";1;1;90;27;163
"2888";"PR22R20";1;1;90;27;166
"2889";"RAZZANO";1;1;90;27;173
"2890";"ROBIGUS";1;1;90;27;177
"2891";"ROSARIO";1;1;90;27;179
"2892";"SAMURAI";1;1;90;27;184
"2893";"FAIRPLAY";1;1;90;27;86
"2894";"SELEKT";1;1;90;27;189
"2895";"SEYRAC";1;1;90;27;190
"2896";"SOPHYTRA";1;1;100;27;200
"2897";"TIMING";1;1;90;27;211
"2898";"VISCOUNT";1;1;90;27;218
"2899";"WARRIOR";1;1;90;27;219
"2900";"XI19";1;1;100;27;220
"2901";"ALCAZAR";1;2;90;27;8
"2902";"ANTONIUS";1;2;100;27;23
"2903";"RONSARD";1;3;90;27;178
"2904";"EPHOROS";1;1;100;27;76
"2905";"EXPERT";1;2;90;27;84
"2906";"FLAUBERT";1;2;90;27;90
"2907";"GALLANT";1;3;100;27;96
"2908";"GLADIATOR";1;2;90;27;102
"2909";"GLASGOW";1;2;90;27;103
"2910";"IRIDIUM";1;3;90;27;120
"2911";"KALAHARI";1;2;90;27;125
"2912";"KALYSTAR";1;2;100;27;127
"2913";"KOMETUS";1;1;90;27;129
"2914";"KORELI";1;2;90;27;130
"2915";"MARKSMAN";1;2;90;27;139
"2916";"PARADOR";1;1;90;27;159
"2917";"PEPIDOR";1;2;90;27;160
"2918";"PERFECTOR";1;2;90;27;161
"2919";"PIRENEO";1;2;100;27;164
"2920";"BERGAMO";1;2;90;27;45
"2921";"RACINE";1;1;100;27;172
"2922";"SANKARA";1;3;90;27;185
"2923";"SCOR";1;2;90;27;187
"2924";"SOGOOD";1;2;90;27;193
"2925";"SPONSOR";1;2;100;27;202
"2926";"SY_EPSON";1;1;90;27;206
"2927";"TRAPEZ";1;2;90;27;213
"2928";"ALIZEO";1;2;90;27;13
"2929";"ALLEZ_Y";1;3;100;27;14
"2930";"ARISTOTE";1;3;100;27;28
"2931";"ATTITUDE";1;2;100;27;34
"2932";"ATTLASS";1;3;90;27;35
"2933";"AZZERTI";1;2;100;27;40
"2934";"BAROK";1;4;100;27;42
"2935";"BOISSEAU";1;3;90;27;49
"2936";"BOREGAR";1;3;90;27;52
"2937";"CAMP_REMY";1;2;90;27;54
"2938";"CH_NARA";1;3;100;27;63
"2939";"CHARGER";1;2;90;27;64
"2940";"CHEVALIER";1;2;90;27;65
"2941";"CORDIALE";1;3;100;27;68
"2942";"CROUSTY";1;3;100;27;72
"2943";"DIALOG";1;3;90;27;73
"2944";"DINOSOR";1;3;90;27;74
